"Notes"	"State"	"State Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"New Hampshire"	"33"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	17	1469485	Unreliable
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	28	1583635	1.8
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	98	1769925	5.5
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	204	1983257	10.3
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	331	2092494	15.8
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	499	2051607	24.3
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	464	1824429	25.4
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	373	1476912	25.3
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	253	1147875	22.0
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	171	863868	19.8
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	124	657123	18.9
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	58	484900	12.0
	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	28	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	1265	271937	465.2
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	217	1140427	19.0
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	145	1564039	9.3
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	215	1731503	12.4
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	665	1828462	36.4
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	998	1652761	60.4
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	897	1469485	61.0
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	1092	1583635	69.0
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	1596	1769925	90.2
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	2615	1983257	131.9
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	4457	2092494	213.0
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	6949	2051607	338.7
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	9943	1824429	545.0
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	12704	1476912	860.2
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	15861	1147875	1381.8
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	19835	863868	2296.1
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	25156	657123	3828.2
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	31249	484900	6444.4
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	33425	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	24616	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	10169	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	2178	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	12	8762998	Unreliable
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	17	11796656	Unreliable
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	429	11455442	3.7
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	1930	10605063	18.2
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	2754	11042724	24.9
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	2862	11719044	24.4
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	3034	12557002	24.2
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	3142	13206266	23.8
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	3206	13241202	24.2
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	2716	12578994	21.6
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	1792	11039357	16.2
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	867	8951843	9.7
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	390	7078513	5.5
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	209	5670894	3.7
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	168	4588367	3.7
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	144	3477924	4.1
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	115	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	61	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Drug-induced causes"	"D"	"Not Stated"	"NS"	11	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	18	11455442	Unreliable
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	55	10605063	0.5
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	143	11042724	1.3
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	322	11719044	2.7
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	580	12557002	4.6
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	1033	13206266	7.8
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	1613	13241202	12.2
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	1849	12578994	14.7
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	1745	11039357	15.8
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	1222	8951843	13.7
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	767	7078513	10.8
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	457	5670894	8.1
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	289	4588367	6.3
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	149	3477924	4.3
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	51	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	18	Not Applicable	Not Applicable
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	11403	2144461	531.7
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	1719	8762998	19.6
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	1108	11325738	9.8
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	1411	11796656	12.0
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	4100	11455442	35.8
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	7132	10605063	67.3
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	7619	11042724	69.0
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	9195	11719044	78.5
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	13086	12557002	104.2
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	20903	13206266	158.3
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	32962	13241202	248.9
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	49158	12578994	390.8
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	65917	11039357	597.1
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	82287	8951843	919.2
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	100937	7078513	1426.0
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	130332	5670894	2298.3
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	172444	4588367	3758.3
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	216455	3477924	6223.7
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	230277	Not Applicable	Not Applicable
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	167336	Not Applicable	Not Applicable
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	67955	Not Applicable	Not Applicable
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	14103	Not Applicable	Not Applicable
	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	141	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	11	2182612	Unreliable
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	10	2856391	Unreliable
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	170	2911633	5.8
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	542	2819736	19.2
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	774	2642347	29.3
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	969	2522657	38.4
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	1087	2532219	42.9
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	1254	2607266	48.1
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	1255	2682663	46.8
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	1074	2675524	40.1
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	766	2477795	30.9
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	444	2126285	20.9
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	187	1747397	10.7
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	94	1352193	7.0
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	58	1014693	5.7
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	42	702219	6.0
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	23	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	19	2911633	Unreliable
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	61	2819736	2.2
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	216	2642347	8.2
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	447	2522657	17.7
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	676	2532219	26.7
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	1027	2607266	39.4
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	1279	2682663	47.7
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	1496	2675524	55.9
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	1312	2477795	53.0
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	1030	2126285	48.4
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	696	1747397	39.8
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	390	1352193	28.8
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	183	1014693	18.0
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	107	702219	15.2
	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	3249	547267	593.7
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	752	2182612	34.5
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	395	2751507	14.4
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	612	2856391	21.4
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	2130	2911633	73.2
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	3085	2819736	109.4
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	3010	2642347	113.9
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	3317	2522657	131.5
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	4061	2532219	160.4
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	5677	2607266	217.7
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	8421	2682663	313.9
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	12144	2675524	453.9
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	16143	2477795	651.5
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	20280	2126285	953.8
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	24685	1747397	1412.7
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	29998	1352193	2218.5
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	36527	1014693	3599.8
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	42481	702219	6049.5
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	41702	Not Applicable	Not Applicable
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	29023	Not Applicable	Not Applicable
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	11448	Not Applicable	Not Applicable
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	2294	Not Applicable	Not Applicable
	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	70	Not Applicable	Not Applicable
	"New York"	"36"	"Drug-induced causes"	"D"	"< 1 year"	"1"	18	4794836	Unreliable
	"New York"	"36"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	20	18836566	0.1
	"New York"	"36"	"Drug-induced causes"	"D"	"5-9 years"	"5-9"	12	23886054	Unreliable
	"New York"	"36"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	32	24974081	0.1
	"New York"	"36"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	605	26179004	2.3
	"New York"	"36"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	2662	27054715	9.8
	"New York"	"36"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	3950	27589652	14.3
	"New York"	"36"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	4274	26950942	15.9
	"New York"	"36"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	4607	27072861	17.0
	"New York"	"36"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	4917	27675087	17.8
	"New York"	"36"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	5995	27820257	21.5
	"New York"	"36"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	5653	26871670	21.0
	"New York"	"36"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	4041	23945513	16.9
	"New York"	"36"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	2229	19827499	11.2
	"New York"	"36"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	1041	15786802	6.6
	"New York"	"36"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	473	12566437	3.8
	"New York"	"36"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	354	10072864	3.5
	"New York"	"36"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	245	7576670	3.2
	"New York"	"36"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	180	Not Applicable	Not Applicable
	"New York"	"36"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	94	Not Applicable	Not Applicable
	"New York"	"36"	"Drug-induced causes"	"D"	"95-99 years"	"95-99"	25	Not Applicable	Not Applicable
	"New York"	"36"	"Drug-induced causes"	"D"	"Not Stated"	"NS"	16	Not Applicable	Not Applicable
	"New York"	"36"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	30	26179004	0.1
	"New York"	"36"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	104	27054715	0.4
	"New York"	"36"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	282	27589652	1.0
	"New York"	"36"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	589	26950942	2.2
	"New York"	"36"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	1218	27072861	4.5
	"New York"	"36"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	2112	27675087	7.6
	"New York"	"36"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	3391	27820257	12.2
	"New York"	"36"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	4275	26871670	15.9
	"New York"	"36"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	4315	23945513	18.0
	"New York"	"36"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	3640	19827499	18.4
	"New York"	"36"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	2494	15786802	15.8
	"New York"	"36"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	1541	12566437	12.3
	"New York"	"36"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	1020	10072864	10.1
	"New York"	"36"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	435	7576670	5.7
	"New York"	"36"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	206	Not Applicable	Not Applicable
	"New York"	"36"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	62	Not Applicable	Not Applicable
	"New York"	"36"	"Alcohol-induced causes"	"A"	"95-99 years"	"95-99"	24	Not Applicable	Not Applicable
	"New York"	"36"	"Alcohol-induced causes"	"A"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	26372	4794836	550.0
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	4163	18836566	22.1
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	2693	23886054	11.3
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	3296	24974081	13.2
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	9719	26179004	37.1
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	15917	27054715	58.8
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	16788	27589652	60.8
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	19816	26950942	73.5
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	28458	27072861	105.1
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	44959	27675087	162.5
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	70774	27820257	254.4
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	106778	26871670	397.4
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	144597	23945513	603.9
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	182403	19827499	919.9
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	222277	15786802	1408.0
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	279427	12566437	2223.6
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	358819	10072864	3562.2
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	441473	7576670	5826.7
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	468376	Not Applicable	Not Applicable
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	353066	Not Applicable	Not Applicable
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	151138	Not Applicable	Not Applicable
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	35266	Not Applicable	Not Applicable
	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	338	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Drug-induced causes"	"D"	"< 1 year"	"1"	12	2399639	Unreliable
	"North Carolina"	"37"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	22	9558486	0.2
	"North Carolina"	"37"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	27	12352343	0.2
	"North Carolina"	"37"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	513	12530637	4.1
	"North Carolina"	"37"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	1783	12919089	13.8
	"North Carolina"	"37"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	2524	12449452	20.3
	"North Carolina"	"37"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	2801	12572726	22.3
